trialno,feature_name,feature_file
01,RUHA_KI,stimuli/f00455.png
02,ILYEN_CITROMSÁRGA,stimuli/f00867.png
03,TUD_ÜL,stimuli/f00238.png
04,LEHET_JÁR,stimuli/f00426.png
05,ILYEN_GYORS,stimuli/f00608.png
06,LEHET_HASZNÁL,stimuli/f02183.png
07,LEHET_MEGY,stimuli/f01538.png
08,HOL_OTTHON,stimuli/f00774.png
09,HOL_HÁZ,stimuli/f00772.png
10,ILYEN_NAGY,stimuli/f00968.png
