trialno,feature_name,feature_file
01,ILYEN_NAGY,stimuli/f00968.png
02,ILYEN_HOSSZÚ,stimuli/f01327.png
03,KI_EMBER,stimuli/f01539.png
04,LEHET_ESZIK,stimuli/f00417.png
05,MIBŐL_BŐR,stimuli/f00555.png
06,LEHET_TESZ,stimuli/f00327.png
07,LEHET_ÍR,stimuli/f02502.png
08,HOL_TEST,stimuli/f00445.png
09,LEHET_FOG,stimuli/f00544.png
10,RÉSZE_KÖR,stimuli/f01594.png
