trialno,feature_name,feature_file
01,RÉSZE_SZÁJ,stimuli/f00171.png
02,RÉSZE_ORR,stimuli/f01794.png
03,ILYEN_FINOM,stimuli/f00192.png
04,ILYEN_PUHA,stimuli/f00071.png
05,ILYEN_GYORS,stimuli/f00608.png
06,HOL_UTCA,stimuli/f00907.png
07,LEHET_JÁTSZIK,stimuli/f01441.png
08,ILYEN_BARNA,stimuli/f00840.png
09,HOL_HÁZ,stimuli/f00772.png
10,ILYEN_NAGY,stimuli/f00968.png
