trialno,feature_name,feature_file
01,LEHET_FŐZ,stimuli/f01813.png
02,LEHET_RAK,stimuli/f00325.png
03,ILYEN_NAGY,stimuli/f00968.png
04,LEHET_VESZ,stimuli/f01860.png
05,HOL_LEVES,stimuli/f02070.png
06,ILYEN_FINOM,stimuli/f00192.png
07,RÉSZE_HÉJ,stimuli/f02125.png
08,HOL_FÖLD,stimuli/f01051.png
09,LESZ_LEVES,stimuli/f01518.png
10,ILYEN_BARNA,stimuli/f00840.png
