trialno,feature_name,feature_file
01,TUD_MEGY,stimuli/f01537.png
02,RÉSZE_UJJ,stimuli/f00485.png
03,HOL_ÁLLATKERT,stimuli/f01505.png
04,ILYEN_ALACSONY,stimuli/f01759.png
05,ILYEN_KICSI,stimuli/f00966.png
06,RÉSZE_SZEM,stimuli/f00483.png
07,RÉSZE_NYAK,stimuli/f00176.png
08,RÉSZE_FEJ,stimuli/f01056.png
09,ILYEN_SÁRGA,stimuli/f00863.png
10,FAJTA_ÁLLAT,stimuli/f00660.png
