trialno,feature_name,feature_file
01,LEHET_MEGY,stimuli/f01538.png
02,RÉSZE_BELSŐ,stimuli/f01588.png
03,MIBŐL_BŐR,stimuli/f00555.png
04,LEHET_HASZNÁL,stimuli/f02183.png
05,HOL_ÚT,stimuli/f00906.png
06,ILYEN_GYORS,stimuli/f00608.png
07,ILYEN_NAGY,stimuli/f00968.png
08,HOL_MESSZE,stimuli/f00121.png
09,TUD_MEGY,stimuli/f01537.png
10,ILYEN_SZÍNES ,stimuli/f00847.png
