trialno,feature_name,feature_file
01,FAJTA_JÁRMŰ,stimuli/f00269.png
02,TUD_MEGY,stimuli/f01537.png
03,MIBŐL_FÉM,stimuli/f01764.png
04,ILYEN_KÉK,stimuli/f00861.png
05,MIBŐL_VAS,stimuli/f01768.png
06,ILYEN_GYORS,stimuli/f00608.png
07,ILYEN_PIROS,stimuli/f00862.png
08,LEHET_MEGY,stimuli/f01538.png
09,ILYEN_HOSSZÚ,stimuli/f01327.png
10,ILYEN_NAGY,stimuli/f00968.png
