trialno,feature_name,feature_file
01,HOL_SZOBA,stimuli/f00287.png
02,RUHA_KI,stimuli/f00455.png
03,RÉSZE_LÁB,stimuli/f00189.png
04,ILYEN_SZÉP,stimuli/f00929.png
05,TUD_SÉTÁL,stimuli/f00987.png
06,RÉSZE_HAJ,stimuli/f00174.png
07,TUD_ÜL,stimuli/f00238.png
08,HOL_MESE,stimuli/f01076.png
09,TUD_RAJZOL,stimuli/f00210.png
10,FAJTA_ÉLŐLÉNY,stimuli/f00635.png
