trialno,feature_name,feature_file
01,ILYEN_PUHA,stimuli/f00071.png
02,TUD_NŐ,stimuli/f00874.png
03,HOL_ÉTTEREM,stimuli/f00639.png
04,LEHET_ESZIK,stimuli/f00417.png
05,RÉSZE_BELSŐ,stimuli/f01588.png
06,FAJTA_ZÖLDSÉG,stimuli/f00143.png
07,HOL_HŰTŐ,stimuli/f01415.png
08,ILYEN_BARNA,stimuli/f00840.png
09,RÉSZE_PÖTTY,stimuli/f00613.png
10,HOL_FARM,stimuli/f01147.png
