trialno,feature_name,feature_file
01,MÓD_MEGMOS_FOGYASZT,stimuli/f00207.png
02,TUD_NŐ,stimuli/f00874.png
03,FAJTA_ZÖLDSÉG,stimuli/f00143.png
04,ILYEN_FINOM,stimuli/f00192.png
05,ILYEN_PUHA,stimuli/f00071.png
06,LEHET_HASZNÁL,stimuli/f02183.png
07,HOL_KERT,stimuli/f00278.png
08,HOL_FÖLD,stimuli/f01051.png
09,ILYEN_BARNA,stimuli/f00840.png
10,HOL_HÁZ,stimuli/f00772.png
