trialno,feature_name,feature_file
01,HOL_HÁZ,stimuli/f00772.png
02,LEHET_JÁTSZIK,stimuli/f01441.png
03,BENNE_EMBER,stimuli/f00453.png
04,HOL_LAKÁS,stimuli/f01124.png
05,BENNE_ESZIK,stimuli/f00508.png
06,HOL_SZOBA,stimuli/f00287.png
07,BENNE_BARÁT,stimuli/f01183.png
08,BENNE_JÁTÉK,stimuli/f01193.png
09,SOK_ABLAK,stimuli/f01137.png
10,KI_GYEREK,stimuli/f00047.png
